Scenario,LoadLevel,BrownLignite,CCGT_1,CCGT_2,CCGT_3,CCGT_4,DomesticCoal_Anthracite,ESS1,ESS2,ImportedCoal_Bituminous,ImportedCoal_SubBituminous,Nuclear1,Nuclear2,OCGT_1,OCGT_2,OCGT_3,SolarPV_1,SolarPV_2,WindFarm_1,WindFarm_2
sc01,01-06 04:00:00+01:00,0.0,400.0,206.74588600000033,0.0,534.0,0.0,0.0,0.0,0.0,0.0,300.0,300.0,0.0,0.0,0.0,0.0,0.0,230.846544,346.269816
sc01,01-06 05:00:00+01:00,0.0,400.0,248.62524700000023,0.0,534.0,0.0,0.0,0.0,0.0,0.0,300.0,300.0,0.0,0.0,0.0,0.0,0.0,236.593584,354.890376
sc01,01-06 06:00:00+01:00,0.0,400.0,317.99862400000023,0.0,534.0,0.0,0.0,0.0,0.0,0.0,300.0,300.0,0.0,0.0,0.0,0.0,0.0,242.79264,364.18896
sc01,01-06 07:00:00+01:00,0.0,400.0,400.0,0.0,534.0,0.0,0.0,0.0,0.0,0.0,300.0,300.0,0.0,0.0,0.0,0.0,0.0,236.56608,354.84912
sc01,01-06 08:00:00+01:00,0.0,400.0,400.0,56.548818,534.0,0.0,0.0,0.0,0.0,0.0,300.0,300.0,0.0,0.0,0.0,0.5016750000000001,0.33445,238.121784,357.182676
sc01,01-06 09:00:00+01:00,0.0,400.0,400.0,160.59221600000018,534.0,0.0,0.0,0.0,0.0,0.0,300.0,300.0,0.0,0.0,0.0,7.620225,5.08015,227.5632,341.3448
sc01,01-06 10:00:00+01:00,0.0,400.0,400.0,301.9383580000008,534.0,0.0,0.0,0.0,0.0,0.0,300.0,300.0,0.0,0.0,0.0,20.220690000000005,13.48046,180.074664,270.111996
sc01,01-06 11:00:00+01:00,0.0,400.0,400.0,385.0811169999999,534.0,0.0,0.0,0.0,0.0,0.0,300.0,300.0,0.0,0.0,0.0,28.02396,18.68264,141.002064,211.503096
sc01,01-06 12:00:00+01:00,0.0,400.0,400.0,400.0,534.0,0.0,0.0,0.0,0.0,0.0,300.0,300.0,0.0,0.0,0.0,31.23405,20.822700000000005,123.173136,184.759704
sc01,01-06 13:00:00+01:00,0.0,400.0,400.0,345.9410690000002,534.0,0.0,0.0,0.0,0.0,0.0,300.0,300.0,0.0,0.0,0.0,32.739165,21.82611,123.783336,185.675004
sc01,01-06 14:00:00+01:00,0.0,400.0,400.0,343.12849700000015,534.0,0.0,0.0,0.0,0.0,0.0,300.0,300.0,0.0,0.0,0.0,32.044995,21.363330000000005,129.561696,194.342544
sc01,01-06 15:00:00+01:00,0.0,400.0,400.0,400.0,534.0,0.0,0.0,8.48470700000059,0.0,0.0,300.0,300.0,0.0,0.0,0.0,27.730395,18.48693,120.906792,181.360188
sc01,01-06 16:00:00+01:00,0.0,400.0,400.0,400.0,534.0,0.0,100.0,50.0,9.275485000000195,0.0,300.0,300.0,0.0,0.0,0.0,17.096505,11.39767,115.51039200000001,173.265588
sc01,01-06 17:00:00+01:00,0.0,400.0,400.0,400.0,534.0,0.0,100.0,50.0,113.84659399999985,0.0,300.0,300.0,0.0,0.0,0.0,3.83139,2.55426,107.238816,160.85822400000004
sc01,01-06 18:00:00+01:00,0.0,400.0,400.0,400.0,534.0,0.0,100.0,50.0,43.006042000000576,0.0,300.0,300.0,0.0,0.0,0.0,0.0,0.0,115.994232,173.991348
sc01,01-06 19:00:00+01:00,0.0,400.0,400.0,400.0,534.0,0.0,8.332784000000814,50.0,0.0,0.0,300.0,300.0,0.0,0.0,0.0,0.0,0.0,135.427536,203.141304
sc01,01-06 20:00:00+01:00,0.0,400.0,400.0,400.0,534.0,0.0,0.0,0.0,0.0,0.0,300.0,300.0,0.0,0.0,0.0,0.0,0.0,164.839536,247.259304
sc01,01-06 21:00:00+01:00,0.0,400.0,400.0,305.9284240000004,534.0,0.0,0.0,0.0,0.0,0.0,300.0,300.0,0.0,0.0,0.0,0.0,0.0,187.979688,281.969532
sc01,01-06 22:00:00+01:00,0.0,400.0,400.0,196.59049999999988,534.0,0.0,0.0,0.0,0.0,0.0,300.0,300.0,0.0,0.0,0.0,0.0,0.0,186.689088,280.033632
sc01,01-06 23:00:00+01:00,0.0,400.0,400.0,78.93486600000021,534.0,0.0,0.0,0.0,0.0,0.0,300.0,300.0,0.0,0.0,0.0,0.0,0.0,183.0582,274.5873
sc01,01-07 00:00:00+01:00,0.0,400.0,400.0,34.42270299999972,534.0,0.0,0.0,0.0,0.0,0.0,300.0,300.0,0.0,0.0,0.0,0.0,0.0,167.44492800000003,251.16739199999998
sc01,01-07 01:00:00+01:00,0.0,400.0,400.0,23.449934000000283,534.0,0.0,0.0,0.0,0.0,0.0,300.0,300.0,0.0,0.0,0.0,0.0,0.0,138.252888,207.379332
sc01,01-07 02:00:00+01:00,0.0,400.0,400.0,39.96031599999994,534.0,0.0,0.0,0.0,0.0,0.0,300.0,300.0,0.0,0.0,0.0,0.0,0.0,107.152632,160.728948
sc01,01-07 03:00:00+01:00,0.0,400.0,400.0,83.1704040000003,534.0,0.0,0.0,0.0,0.0,0.0,300.0,300.0,0.0,0.0,0.0,0.0,0.0,75.07944,112.61916
sc01,01-07 04:00:00+01:00,0.0,400.0,400.0,121.02782899999997,534.0,0.0,0.0,0.0,0.0,0.0,300.0,300.0,0.0,0.0,0.0,0.0,0.0,51.712488,77.568732
sc01,01-07 05:00:00+01:00,0.0,400.0,400.0,173.18452299999998,534.0,0.0,0.0,0.0,0.0,0.0,300.0,300.0,0.0,0.0,0.0,0.0,0.0,43.565544,65.348316
sc01,01-07 06:00:00+01:00,0.0,400.0,400.0,131.10418184442412,534.0,0.0,0.0,0.0,0.0,0.0,300.0,300.0,0.0,0.0,0.0,0.0,0.0,47.075688,70.613532
sc01,01-07 07:00:00+01:00,0.0,400.0,400.0,268.613907,534.0,0.0,0.0,0.0,0.0,0.0,300.0,300.0,0.0,0.0,0.0,0.0,0.0,63.448344000000006,95.172516
sc01,01-07 08:00:00+01:00,0.0,400.0,400.0,328.4636770000005,534.0,0.0,0.0,0.0,0.0,0.0,300.0,300.0,0.0,0.0,0.0,0.296685,0.19779,84.47472,126.71208
sc01,01-07 09:00:00+01:00,0.0,400.0,400.0,400.0,534.0,0.0,0.0,0.0,0.0,0.0,300.0,300.0,0.0,0.0,0.0,5.73813,3.82542,79.473672,119.210508
sc01,01-07 10:00:00+01:00,0.0,400.0,400.0,400.0,534.0,0.0,0.0,14.926542000000321,0.0,0.0,300.0,300.0,0.0,0.0,0.0,15.798900000000001,10.532600000000002,50.333112,75.499668
sc01,01-07 11:00:00+01:00,0.0,400.0,400.0,400.0,534.0,0.0,10.796210000000418,50.0,0.0,0.0,300.0,300.0,0.0,0.0,0.0,24.959835,16.63989,32.678568,49.017852
sc01,01-07 12:00:00+01:00,0.0,400.0,400.0,400.0,534.0,0.0,0.0,35.54614800000044,0.0,0.0,300.0,300.0,0.0,0.0,0.0,31.32882,20.88588,26.931456000000004,40.397184
sc01,01-07 13:00:00+01:00,0.0,400.0,400.0,400.0,534.0,0.0,0.0,16.530127999999976,0.0,0.0,300.0,300.0,0.0,0.0,0.0,34.38310500000001,22.92207,23.192424,34.788636
sc01,01-07 14:00:00+01:00,0.0,400.0,400.0,400.0,534.0,0.0,0.0,40.067423000000325,0.0,0.0,300.0,300.0,0.0,0.0,0.0,33.611145,22.40743,20.16468,30.24702
sc01,01-07 15:00:00+01:00,0.0,400.0,400.0,400.0,534.0,0.0,100.0,50.0,6.7208859999999815,0.0,300.0,300.0,0.0,0.0,0.0,28.784505,19.18967,18.154656,27.231984
sc01,01-07 16:00:00+01:00,59.66599100000003,400.0,400.0,400.0,534.0,0.0,100.0,50.0,116.60000000000002,0.0,300.0,300.0,0.0,0.0,0.0,17.988405,11.99227,19.761696,29.642544
sc01,01-07 17:00:00+01:00,121.89999999999999,400.0,400.0,400.0,534.0,0.0,100.0,50.0,116.60000000000002,11.946055000000358,300.0,300.0,0.0,0.0,0.0,4.289925,2.85995,28.281384,42.422076
sc01,01-07 18:00:00+01:00,70.3545750000002,400.0,400.0,400.0,534.0,0.0,100.0,50.0,116.60000000000002,0.0,300.0,300.0,0.0,0.0,0.0,0.0,0.0,47.159352,70.739028
sc01,01-07 19:00:00+01:00,0.0,400.0,400.0,400.0,534.0,0.0,100.0,50.0,109.78685799999998,0.0,300.0,300.0,0.0,0.0,0.0,0.0,0.0,54.919728,82.379592
sc01,01-07 20:00:00+01:00,0.0,400.0,400.0,400.0,534.0,0.0,100.0,50.0,28.43750199999995,0.0,300.0,300.0,0.0,0.0,0.0,0.0,0.0,57.624048,86.436072
sc01,01-07 21:00:00+01:00,0.0,400.0,400.0,400.0,534.0,0.0,41.186414999999975,50.0,0.0,0.0,300.0,300.0,0.0,0.0,0.0,0.0,0.0,53.82986400000001,80.744796
sc01,01-07 22:00:00+01:00,0.0,400.0,400.0,400.0,534.0,0.0,0.0,0.0,0.0,0.0,300.0,300.0,0.0,0.0,0.0,0.0,0.0,58.132224,87.198336
sc01,01-07 23:00:00+01:00,0.0,400.0,400.0,354.76733699999994,534.0,0.0,0.0,0.0,0.0,0.0,300.0,300.0,0.0,0.0,0.0,0.0,0.0,60.487344,90.731016
sc02,01-01 00:00:00+01:00,0.0,400.0,106.83999999999993,0.0,534.0,0.0,0.0,0.0,0.0,0.0,300.0,300.0,0.0,0.0,0.0,0.0,0.0,301.584,452.376
sc02,01-01 01:00:00+01:00,0.0,400.0,70.74447899999991,0.0,534.0,0.0,0.0,0.0,0.0,0.0,300.0,300.0,0.0,0.0,0.0,0.0,0.0,277.834752,416.752128
sc02,01-01 02:00:00+01:00,0.0,400.0,32.727670000000096,0.0,534.0,0.0,0.0,0.0,0.0,0.0,300.0,300.0,0.0,0.0,0.0,0.0,0.0,257.699088,386.548632
sc02,01-01 03:00:00+01:00,0.0,397.44286000000005,0.0,0.0,534.0,0.0,0.0,0.0,0.0,0.0,300.0,300.0,0.0,0.0,0.0,0.0,0.0,247.231488,370.847232
sc02,01-01 04:00:00+01:00,0.0,387.45505199999997,0.0,0.0,534.0,0.0,0.0,0.0,0.0,0.0,300.0,300.0,0.0,0.0,0.0,0.0,0.0,232.1136,348.1704
sc02,01-01 05:00:00+01:00,0.0,400.0,17.499359999999964,0.0,534.0,0.0,0.0,0.0,0.0,0.0,300.0,300.0,0.0,0.0,0.0,0.0,0.0,215.89464000000004,323.84196
sc02,01-01 06:00:00+01:00,0.0,400.0,41.38962399999979,0.0,534.0,0.0,0.0,0.0,0.0,0.0,300.0,300.0,0.0,0.0,0.0,0.0,0.0,204.933456,307.400184
sc02,01-01 07:00:00+01:00,0.0,400.0,109.73220699999986,0.0,534.0,0.0,0.0,0.0,0.0,0.0,300.0,300.0,0.0,0.0,0.0,0.0,0.0,185.964144,278.94621600000005
sc02,01-01 08:00:00+01:00,0.0,400.0,210.11829999999986,0.0,534.0,0.0,0.0,0.0,0.0,0.0,300.0,300.0,0.0,0.0,0.0,0.53832,0.35888000000000003,168.37416,252.56124000000003
sc02,01-01 09:00:00+01:00,0.0,400.0,365.1832850000002,0.0,534.0,0.0,0.0,0.0,0.0,0.0,300.0,300.0,0.0,0.0,0.0,11.772495,7.848330000000001,142.051776,213.077664
sc02,01-01 10:00:00+01:00,0.0,400.0,400.0,59.23102700000005,534.0,0.0,0.0,0.0,0.0,0.0,300.0,300.0,0.0,0.0,0.0,29.815695,19.87713,124.811232,187.216848
sc02,01-01 11:00:00+01:00,0.0,400.0,400.0,90.27759300000059,534.0,0.0,0.0,0.0,0.0,0.0,300.0,300.0,0.0,0.0,0.0,40.871895,27.24793,128.945808,193.418712
sc02,01-01 12:00:00+01:00,0.0,400.0,400.0,58.91363300000019,534.0,0.0,0.0,0.0,0.0,0.0,300.0,300.0,0.0,0.0,0.0,45.92964,30.61976,135.613872,203.42080800000002
sc02,01-01 13:00:00+01:00,0.0,400.0,400.0,51.6171099999998,534.0,0.0,0.0,0.0,0.0,0.0,300.0,300.0,0.0,0.0,0.0,46.602285,31.06819,137.559216,206.33882400000002
sc02,01-01 14:00:00+01:00,0.0,400.0,400.0,89.56667400000029,534.0,0.0,0.0,0.0,0.0,0.0,300.0,300.0,0.0,0.0,0.0,44.12493,29.41662,138.469824,207.704736
sc02,01-01 15:00:00+01:00,0.0,400.0,400.0,234.36243800000045,534.0,0.0,0.0,0.0,0.0,0.0,300.0,300.0,0.0,0.0,0.0,37.142790000000005,24.76186,127.197024,190.79553600000003
sc02,01-01 16:00:00+01:00,0.0,400.0,400.0,400.0,534.0,0.0,0.0,0.0,0.0,0.0,300.0,300.0,0.0,0.0,0.0,22.91571,15.27714,120.31540800000002,180.473112
sc02,01-01 17:00:00+01:00,0.0,400.0,400.0,400.0,534.0,0.0,0.0,0.0,0.0,0.0,300.0,300.0,0.0,0.0,0.0,5.17509,3.45006,127.58015999999999,191.37024
sc02,01-01 18:00:00+01:00,0.0,400.0,400.0,400.0,534.0,0.0,0.0,0.0,0.0,0.0,300.0,300.0,0.0,0.0,0.0,0.0,0.0,130.57656,195.86484
sc02,01-01 19:00:00+01:00,0.0,400.0,400.0,400.0,534.0,0.0,0.0,0.0,0.0,0.0,300.0,300.0,0.0,0.0,0.0,0.0,0.0,137.595504,206.39325600000004
sc02,01-01 20:00:00+01:00,0.0,400.0,400.0,342.72725000000025,534.0,0.0,0.0,0.0,0.0,0.0,300.0,300.0,0.0,0.0,0.0,0.0,0.0,146.862432,220.29364800000002
sc02,01-01 21:00:00+01:00,0.0,400.0,400.0,245.8551310000001,534.0,0.0,0.0,0.0,0.0,0.0,300.0,300.0,0.0,0.0,0.0,0.0,0.0,159.120576,238.680864
sc02,01-01 22:00:00+01:00,0.0,400.0,400.0,118.90059000000042,534.0,0.0,0.0,0.0,0.0,0.0,300.0,300.0,0.0,0.0,0.0,0.0,0.0,165.255984,247.88397600000002
sc02,01-01 23:00:00+01:00,0.0,400.0,393.1738029999999,0.0,534.0,0.0,0.0,0.0,0.0,0.0,300.0,300.0,0.0,0.0,0.0,0.0,0.0,165.844704,248.76705600000003
sc02,01-02 00:00:00+01:00,0.0,400.0,344.20755400000036,0.0,534.0,0.0,0.0,0.0,0.0,0.0,300.0,300.0,0.0,0.0,0.0,0.0,0.0,158.29992,237.44988
sc02,01-02 01:00:00+01:00,0.0,400.0,327.0070480000001,0.0,534.0,0.0,0.0,0.0,0.0,0.0,300.0,300.0,0.0,0.0,0.0,0.0,0.0,145.020912,217.53136800000001
sc02,01-02 02:00:00+01:00,0.0,400.0,299.7565169999999,0.0,534.0,0.0,0.0,0.0,0.0,0.0,300.0,300.0,0.0,0.0,0.0,0.0,0.0,141.744096,212.61614400000002
sc02,01-02 03:00:00+01:00,0.0,400.0,341.99102700000003,0.0,534.0,0.0,0.0,0.0,0.0,0.0,300.0,300.0,0.0,0.0,0.0,0.0,0.0,132.897312,199.345968
sc02,01-02 04:00:00+01:00,0.0,400.0,400.0,37.45429099999997,534.0,0.0,0.0,0.0,0.0,0.0,300.0,300.0,0.0,0.0,0.0,0.0,0.0,138.180624,207.270936
sc02,01-02 05:00:00+01:00,0.0,400.0,400.0,216.15460600000037,534.0,0.0,0.0,0.0,0.0,0.0,300.0,300.0,0.0,0.0,0.0,0.0,0.0,146.667648,220.001472
sc02,01-02 06:00:00+01:00,0.0,400.0,400.0,400.0,534.0,0.0,0.0,0.0,0.0,0.0,300.0,300.0,0.0,0.0,0.0,0.0,0.0,147.860496,221.790744
sc02,01-02 07:00:00+01:00,0.0,400.0,400.0,400.0,534.0,0.0,0.0,16.43470000000036,0.0,0.0,300.0,300.0,0.0,0.0,0.0,0.0,0.0,154.841952,232.262928
sc02,01-02 08:00:00+01:00,0.0,400.0,400.0,400.0,534.0,0.0,100.0,50.0,5.821451000000644,0.0,300.0,300.0,0.0,0.0,0.0,0.65583,0.43722,145.62484800000001,218.437272
sc02,01-02 09:00:00+01:00,0.0,400.0,400.0,400.0,534.0,0.0,100.0,50.0,111.91029699999977,0.0,300.0,300.0,0.0,0.0,0.0,12.63789,8.42526,132.52296,198.78444000000002
sc02,01-02 10:00:00+01:00,68.40772600000055,400.0,400.0,400.0,534.0,0.0,100.0,50.0,116.60000000000002,0.0,300.0,300.0,0.0,0.0,0.0,30.12207,20.08138,106.523088,159.784632
sc02,01-02 11:00:00+01:00,104.00934400000061,400.0,400.0,400.0,534.0,0.0,100.0,50.0,116.60000000000002,0.0,300.0,300.0,0.0,0.0,0.0,40.435785,26.95719,84.226512,126.33976800000002
sc02,01-02 12:00:00+01:00,119.81494800000026,400.0,400.0,400.0,534.0,0.0,100.0,50.0,116.60000000000002,0.0,300.0,300.0,0.0,0.0,0.0,44.65218,29.76812,68.425344,102.638016
sc02,01-02 13:00:00+01:00,108.78037200000057,400.0,400.0,400.0,534.0,0.0,100.0,50.0,116.60000000000002,0.0,300.0,300.0,0.0,0.0,0.0,44.476395,29.65093,64.42536,96.63804
sc02,01-02 14:00:00+01:00,121.89999999999999,400.0,400.0,400.0,534.0,0.0,100.0,50.0,116.60000000000002,17.155933000000413,300.0,300.0,0.0,0.0,0.0,40.983810000000005,27.32254,64.212144,96.318216
sc02,01-02 15:00:00+01:00,121.89999999999999,400.0,400.0,400.0,534.0,0.0,100.0,50.0,116.60000000000002,90.2,300.0,300.0,9.521873000000417,0.0,0.0,33.004545,22.00303,71.294928,106.942392
sc02,01-02 16:00:00+01:00,121.89999999999999,400.0,400.0,400.0,534.0,0.0,100.0,50.0,116.60000000000002,90.2,300.0,300.0,112.38561700000007,0.0,0.0,19.19916,12.79944,79.321056,118.981584
sc02,01-02 17:00:00+01:00,121.89999999999999,400.0,400.0,400.0,534.0,0.0,100.0,50.0,116.60000000000002,90.2,300.0,300.0,141.54658300000057,0.0,0.0,4.19826,2.79884,89.556672,134.335008
sc02,01-02 18:00:00+01:00,121.89999999999999,400.0,400.0,400.0,534.0,0.0,100.0,50.0,116.60000000000002,90.2,300.0,300.0,67.66427100000084,0.0,0.0,0.0,0.0,89.69976,134.54964000000004
sc02,01-02 19:00:00+01:00,88.65961100000031,400.0,400.0,400.0,534.0,0.0,100.0,50.0,116.60000000000002,90.2,300.0,300.0,0.0,0.0,0.0,0.0,0.0,88.250352,132.375528
sc02,01-02 20:00:00+01:00,0.0,400.0,400.0,400.0,534.0,0.0,100.0,50.0,116.60000000000002,69.4776650000003,300.0,300.0,0.0,0.0,0.0,0.0,0.0,83.27620800000001,124.914312
sc02,01-02 21:00:00+01:00,0.0,400.0,400.0,400.0,534.0,0.0,100.0,50.0,52.465196000000546,0.0,300.0,300.0,0.0,0.0,0.0,0.0,0.0,87.133872,130.700808
sc02,01-02 22:00:00+01:00,0.0,400.0,400.0,400.0,534.0,0.0,0.0,34.270703000000125,0.0,0.0,300.0,300.0,0.0,0.0,0.0,0.0,0.0,94.648896,141.973344
sc02,01-02 23:00:00+01:00,0.0,400.0,400.0,400.0,534.0,0.0,0.0,0.0,0.0,0.0,300.0,300.0,0.0,0.0,0.0,0.0,0.0,92.272608,138.408912
sc02,01-03 00:00:00+01:00,0.0,400.0,400.0,373.11021600000015,534.0,0.0,0.0,0.0,0.0,0.0,300.0,300.0,0.0,0.0,0.0,0.0,0.0,89.448288,134.172432
sc02,01-03 01:00:00+01:00,0.0,400.0,400.0,297.26888500000024,534.0,0.0,0.0,0.0,0.0,0.0,300.0,300.0,0.0,0.0,0.0,0.0,0.0,95.608848,143.413272
sc02,01-03 02:00:00+01:00,0.0,400.0,400.0,230.11928700000018,534.0,0.0,0.0,0.0,0.0,0.0,300.0,300.0,0.0,0.0,0.0,0.0,0.0,107.38776,161.08164
sc02,01-03 03:00:00+01:00,0.0,400.0,400.0,220.44389799999985,534.0,0.0,0.0,0.0,0.0,0.0,300.0,300.0,0.0,0.0,0.0,0.0,0.0,115.66968,173.50452
sc02,01-03 04:00:00+01:00,0.0,400.0,400.0,289.249986,534.0,0.0,0.0,0.0,0.0,0.0,300.0,300.0,0.0,0.0,0.0,0.0,0.0,125.683344,188.525016
sc02,01-03 05:00:00+01:00,0.0,400.0,400.0,400.0,534.0,0.0,0.0,0.0,0.0,0.0,300.0,300.0,0.0,0.0,0.0,0.0,0.0,134.425104,201.637656
sc02,01-03 06:00:00+01:00,0.0,400.0,400.0,400.0,534.0,0.0,43.81969600000024,50.0,0.0,0.0,300.0,300.0,0.0,0.0,0.0,0.0,0.0,146.458368,219.687552
sc02,01-03 07:00:00+01:00,0.0,400.0,400.0,400.0,534.0,0.0,100.0,50.0,92.72491700000052,0.0,300.0,300.0,0.0,0.0,0.0,0.0,0.0,155.94024,233.91036000000003
sc02,01-03 08:00:00+01:00,65.2830270000001,400.0,400.0,400.0,534.0,0.0,100.0,50.0,116.60000000000002,0.0,300.0,300.0,0.0,0.0,0.0,0.641955,0.42797,158.535264,237.802896
sc02,01-03 09:00:00+01:00,0.0,400.0,400.0,400.0,534.0,0.0,100.0,50.0,116.60000000000002,82.27591000000022,300.0,300.0,0.0,0.0,0.0,12.693255,8.46217,167.31652800000003,250.974792
sc02,01-03 10:00:00+01:00,66.9284170000003,400.0,400.0,400.0,534.0,0.0,100.0,50.0,116.60000000000002,0.0,300.0,300.0,0.0,0.0,0.0,31.49586,20.99724,164.181648,246.272472
sc02,01-03 11:00:00+01:00,53.6338200000005,400.0,400.0,400.0,534.0,0.0,100.0,50.0,116.60000000000002,0.0,300.0,300.0,0.0,0.0,0.0,41.907825,27.93855,152.252208,228.378312
sc02,01-03 12:00:00+01:00,0.0,400.0,400.0,400.0,534.0,0.0,100.0,50.0,116.60000000000002,50.49417499999998,300.0,300.0,0.0,0.0,0.0,45.951195,30.63413,141.245808,211.868712
sc02,01-03 13:00:00+01:00,0.0,400.0,400.0,400.0,534.0,0.0,100.0,50.0,116.60000000000002,3.0269270000008452,300.0,300.0,0.0,0.0,0.0,46.519995,31.013330000000003,150.436368,225.654552
sc02,01-03 14:00:00+01:00,0.0,400.0,400.0,400.0,534.0,0.0,100.0,50.0,115.4735190000008,0.0,300.0,300.0,0.0,0.0,0.0,43.987875,29.32525,163.374432,245.061648
sc02,01-03 15:00:00+01:00,69.4009800000005,400.0,400.0,400.0,534.0,0.0,100.0,50.0,116.60000000000002,0.0,300.0,300.0,0.0,0.0,0.0,37.35291,24.90194,172.41576,258.62364
sc02,01-03 16:00:00+01:00,121.89999999999999,400.0,400.0,400.0,534.0,0.0,100.0,50.0,116.60000000000002,38.694440000000895,300.0,300.0,0.0,0.0,0.0,23.38152,15.58768,185.002176,277.503264
sc02,01-03 17:00:00+01:00,64.9818640000005,400.0,400.0,400.0,534.0,0.0,100.0,50.0,116.60000000000002,90.2,300.0,300.0,0.0,0.0,0.0,5.541450000000001,3.6943,209.637888,314.456832
sc02,01-03 18:00:00+01:00,0.0,400.0,400.0,400.0,534.0,0.0,100.0,50.0,116.60000000000002,25.46693300000047,300.0,300.0,0.0,0.0,0.0,0.0,0.0,229.484448,344.226672
sc02,01-03 19:00:00+01:00,0.0,400.0,400.0,400.0,534.0,0.0,100.0,50.0,1.161915000000513,0.0,300.0,300.0,0.0,0.0,0.0,0.0,0.0,235.347264,353.02089600000005
sc02,01-03 20:00:00+01:00,0.0,400.0,400.0,400.0,534.0,0.0,0.0,6.784639000000259,0.0,0.0,300.0,300.0,0.0,0.0,0.0,0.0,0.0,240.76536,361.14804
sc02,01-03 21:00:00+01:00,0.0,400.0,400.0,400.0,534.0,0.0,0.0,0.0,0.0,0.0,300.0,300.0,0.0,0.0,0.0,0.0,0.0,248.57961600000002,372.869424
sc02,01-03 22:00:00+01:00,0.0,400.0,400.0,257.25933100000066,534.0,0.0,0.0,0.0,0.0,0.0,300.0,300.0,0.0,0.0,0.0,0.0,0.0,244.84512000000004,367.26768
sc02,01-03 23:00:00+01:00,0.0,400.0,400.0,109.04063100000005,534.0,0.0,0.0,0.0,0.0,0.0,300.0,300.0,0.0,0.0,0.0,0.0,0.0,244.358592,366.537888
sc02,01-04 00:00:00+01:00,0.0,400.0,400.0,12.785093000000414,534.0,0.0,0.0,0.0,0.0,0.0,300.0,300.0,0.0,0.0,0.0,0.0,0.0,248.13283200000004,372.199248
sc02,01-04 01:00:00+01:00,0.0,400.0,367.26732700000053,0.0,534.0,0.0,0.0,0.0,0.0,0.0,300.0,300.0,0.0,0.0,0.0,0.0,0.0,240.490704,360.736056
sc02,01-04 02:00:00+01:00,0.0,400.0,316.9199350000002,0.0,534.0,0.0,0.0,0.0,0.0,0.0,300.0,300.0,0.0,0.0,0.0,0.0,0.0,243.312048,364.968072
sc02,01-04 03:00:00+01:00,0.0,400.0,324.08820400000025,0.0,534.0,0.0,0.0,0.0,0.0,0.0,300.0,300.0,0.0,0.0,0.0,0.0,0.0,244.14288000000002,366.21432
sc02,01-04 04:00:00+01:00,0.0,400.0,400.0,1.814244000000187,534.0,0.0,0.0,0.0,0.0,0.0,300.0,300.0,0.0,0.0,0.0,0.0,0.0,250.58769600000002,375.881544
sc02,01-04 05:00:00+01:00,0.0,400.0,400.0,207.15624300000002,534.0,0.0,0.0,0.0,0.0,0.0,300.0,300.0,0.0,0.0,0.0,0.0,0.0,247.588608,371.38291200000003
sc02,01-04 06:00:00+01:00,0.0,400.0,400.0,400.0,534.0,0.0,0.0,0.0,0.0,0.0,300.0,300.0,0.0,0.0,0.0,0.0,0.0,249.57552,374.36328
sc02,01-04 07:00:00+01:00,0.0,400.0,400.0,400.0,534.0,0.0,10.089410000000743,50.0,0.0,0.0,300.0,300.0,0.0,0.0,0.0,0.0,0.0,244.221552,366.332328
sc02,01-04 08:00:00+01:00,0.0,400.0,400.0,400.0,534.0,0.0,100.0,50.0,13.91723100000053,0.0,300.0,300.0,0.0,0.0,0.0,0.59367,0.39578,238.234752,357.352128
sc02,01-04 09:00:00+01:00,0.0,400.0,400.0,400.0,534.0,0.0,100.0,50.0,81.00865200000007,0.0,300.0,300.0,0.0,0.0,0.0,12.025740000000003,8.01716,224.80828800000003,337.212432
sc02,01-04 10:00:00+01:00,0.0,400.0,400.0,400.0,534.0,0.0,100.0,50.0,100.41562900000034,0.0,300.0,300.0,0.0,0.0,0.0,30.16707,20.11138,207.08400000000003,310.626
